Park,Timepoint,Year,Name,Municipality,Urban_Kmeans_Cluster,MedianIncome,Distance.From.CityCenter(km),Park_Area(m2),Perimeter-Area_ratio,Population_Density_in_Surrounding_Area,Imperviousness_in_500m_boundary,Soil_Water_Holding_Capacity,BD_mean,Soil_Nitrogen_Percentage,Soil_Carbon_Percentage,Soil_pH,MedianResidentAge,Soil_Sand,Soil_Silt,Soil_Clay,Soil_Saturation,Soil_Moisture,PC1_Urban,PC2_SoilSpatial,PC3_SoilResource,Abundance_per_kg,Richness,BrayCurtis_BetweenPark,Shannon_WholePark,Entomobryidae,Sminthuridae,Isotomidae,Onychiuridae,Neanuridae,Hypogasturidae,Oribatidae_Phenopelopidae_Morpho1,Prostigmata_Erythraeoidea_Morpho2,Prostigmata_Tydeidae_Morpho_2,Mesostigmata_Rhodacaridae_Morpho4,Mesostigmata_Digamasellidae_Longoseuis_Morpho4,Mesostigmata_Macrochelidae_Morpho1,Mesostigmata_Rhodacaridae_Minirhodacarellus_minimus,Oribatidae_Brachychthoniidae_Morpho1,Prostigmata_Erythraeoidea_Morpho3,Prostigmata_Tetranychoidea_Morpho1,Prostigmata_Erythraeoidea_Morpho1,Prostig12,Oribatidae_Eniochthoniidae_Morpho1,Prostigmata_Pyemotoidea_Morpho2,Prostigmata_Tydeidae_Morpho_1,Mesostig1,Mesostigmata_Rhodacaridae_Morpho2,Mesostigmata_Dermanyssidae_Morpho1,Mesostigmata_Parasitidae_Morpho2,Mesostigmata_Dermanyssidae_Morpho2,Mesostigmata_Laelapidae_Morpho4,Mesostigmata_Laelapidae_Morpho5,Mesostigmata_Digamasellidae_Morpho3,Mesostigmata_Ascidae_Xenoseius_Morpho2,Mesostigmata_Digamasellidae_Morpho1,Mesostig11,Mesostigmata_Blattisociidae_Lasioscius_Morpho1,Mesostigmata_Parholaspididae_Morpho1,Mesostigmata_Rhodacaridae_Morpho1,Mesostigmata_Parasitidae_Morpho1,Mesostigmata_Laelapidae_Morpho1,Mesostigmata_Trachyuropodidae_Morpho1,Mesostigmata_Blattisociidae_Morpho2,Mesostigmata_Eviphididae_Morpho2,Mesostigmata_Ascidae_Morpho1,Mesostigmata_Ameroseiidae_Morpho1,Mesostigmata_Rhodacaridae_Protogamasellopsis_Morpho3,Mesostigmata_Thinozerconidae_Morpho1,Mesostig24,Mesostigmata_Eviphididae_Morpho3,Mesostigmata_Ascidae_Xenoseius_Morpho3,Mesostigmata_Uropodidae_Morpho1,Mesostigmata_Digamasellidae_Morpho2,Endeostigmata_Alicorhagiidae_Morpho1,Mesostigmata_Laelapidae_Morpho2,Mesostigmata_Uropodoidae_Morpho3,Mesostigmata_Ameroseiidae_Morpho2,Mesostigmata_Pachylaelapidae_Sphaeerolaelaps_halothyroidea,Oribatidae_Parakalummidae_Morpho1,Oribatidae_Oribatellidae_Oribatella_Morpho1,Oribatidae_Tectocepheidae_Techtocepheus_Morpho3,Oribatidae_Galumnidae_Morpho3,Oribatidae_Oribatulidae_Morpho2,Oribatid8,Oribatidae_Parakalummidae_Morpho3,Oribatidae_Galumnidae_Morpho1,Oribatidae_Eupthiracaridae_Morpho1,Oribatidae_Hermanniidae_Hermania_reticulata,Oribatidae_Camisiidae_Platynothrus_peltifer,Oribatidae_Tectocepheidae_Morpho1,Oribatidae_Haplozeticae_Morpho1,Oribatidae_Galumnidae_Morpho2,Oribatidae_Oribatellidae_Morpho2,Oribatidae_Tectocepheidae_Morpho2,Oribatidae_Parakalummidae_Neoribates_Morpho2,Oribatidae_Opiidae_Morpho1,Oribatidae_Achipteriidae_Morpho1,Oribatidae_Eulohmanniidae_Morpho2,Oribatidae_Oribatulidae_Morpho1,Astig2,Astigmata_Hypopi_Morpho1,Astig4,Astigmata_Hypopi_Morpho2,Astigmata_Acaridae,Prostigmata_Pyemotoidea_Morpho1,Astig8,Astig9,Astig10,Astig11,Astig12,Astig13,Astig14,Astig15,Astig16,Brachymyrmex_depilis,Ponera pennsylvanica,Tetramorium_immigrans,Lasius_americanus,Lasius_nearcticus,Enchytraeid,Fungus_Gnat_Larvae,Millipede,Pauropod,Protura,Staphylinid,Symphylan,Isopod,Snail,Pseudoscorpion,Parasitic wasp,Mesostigmata_Trachyuropodidae_Leonardiella_Morpho1,Prostig20,Mesostigmata_Podocinidae_Morpho1,Mesostigmata_Laelapidae_Ololaelaps_Morpho3,Mesostigmata_Eviphididae_Morpho1,Prenolepis_imparis,Lithobiidae,Geophilidae,Total_Centipedes,Japygoidea,Campodeidae,Total_Diplura,Prostig 22,Mesostigmata_Uropodidae_Morpho2,Earwig,Tetramorium immigrans,Araneae
11,Fall,2021,GrandAvePark,City of Rochester,High_Urban,21667,2.95,10236.38,0.04745916,11371,54.69810448,27.0577105,1.254576371,0.2361325,2.962252,7.55,24.3,35,43,22,0.562352044,15.2159588,-0.475675281,-0.537041449,-0.905165238,333.4226445,26,0.746228942,0.819002788,0,2.02E-04,0.002158317,0,0,0,0,0,0,2.41E-04,0,2.41E-04,0,0,0,0,0,0,0,0,0,0,5.33E-04,0,0,0,2.32E-04,0,0.001230125,0,0,0,4.82E-04,0.00120426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95E-04,0,0,0,0,0,0.008306087,0.001445112,4.63E-04,0,0,0,0.01120616,0,6.04E-04,0,0,0,4.82E-04,9.63E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.280267615,4.82E-04,0,0.012315505,0.005334331,0,0,0,0,0,7.23E-04,0.002446763,0,2.41E-04,0,0,0,0,0,0,0,0,0,0,0,4.63E-04,0,4.63E-04,0,0,0,0,0
11,Fall,2022,GrandAvePark,City of Rochester,High_Urban,21667,2.95,10236.38,0.04745916,11371,54.69810448,27.0577105,1.254576371,0.2361325,2.962252,7.55,24.3,35,43,22,0.562352044,15.2159588,-0.475675281,-0.537041449,-0.905165238,300.146321,35,0.684289839,1.649276568,8.83E-04,0.003494253,0.009905674,0,0,0,0.001118259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-04,0,0,0,0.008645029,6.73E-04,0.004892959,0,0,0,0.003082779,0,0,0,0,0,8.90E-04,0,2.20E-04,0,7.00E-04,0,6.73E-04,0,2.33E-04,0,0,0,0,4.45E-04,0,4.45E-04,0.008066507,8.80E-04,0,0,4.66E-04,0,0.012462953,0.004272451,4.66E-04,0,0,0,0.003536864,6.73E-04,0,0,0,0,0,0,0,0,0,0,0,2.33E-04,0,0,0,0,0,0,0,0,0,0,0.189437039,0,0.019357248,0.018044469,0,2.07E-04,2.20E-04,0,0,0,2.23E-04,0.001314653,0,0,0,0,0,0,0,4.40E-04,0,0,0,0,0,0,0,0,0,0,0,0.003114766,2.22E-04
11,Spring,2021,GrandAvePark,City of Rochester,High_Urban,21667,2.95,10236.38,0.04745916,11371,54.69810448,27.0577105,1.254576371,0.2361325,2.962252,7.55,24.3,35,43,22,0.562352044,15.2159588,-0.475675281,-0.537041449,-0.905165238,177.1649475,28,0.66095557,1.371462604,2.67E-04,0.00100165,0.005875035,0,0,0,0.00229304,0,0,0,0,0,0,0,0,5.33E-04,0,0,0,0,2.41E-04,0,4.63E-04,0,0,0,0.003151472,2.02E-04,0,0,0,0,9.97E-04,2.41E-04,0,0,0,0,0,0,0.003347808,0,2.32E-04,0,0,0,0,0,0,0,0,0,0,0,0.011623729,0.001378448,2.41E-04,4.82E-04,0,0,0.00143576,0,0.001164908,0,0,0,0,0,0,0.002457005,0,0,0.001729494,0,0,0,0,0.001621237,0,0.002084447,0,0,0,0,0,0,0,0,0,0,0.126946075,0.003253535,2.67E-04,0.003405923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32E-04,0,0,0,0,0
11,Spring,2022,GrandAvePark,City of Rochester,High_Urban,21667,2.95,10236.38,0.04745916,11371,54.69810448,27.0577105,1.254576371,0.2361325,2.962252,7.55,24.3,35,43,22,0.562352044,15.2159588,-0.475675281,-0.537041449,-0.905165238,259.9406448,30,0.741037296,1.535552352,0,0.003302399,0.015502906,0,0,0,0.001812356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58E-04,0,0,0,0.001317928,0,0.002701907,0.002867005,0,0,0,0,0,0,0,0,0,0,0,0,0.003425993,0,0,0,0,0,0,0,0,4.58E-04,0,0,0.001733997,9.14E-04,0.008110263,0,2.11E-04,2.11E-04,0.001476591,0.011390045,0.004098757,0,0,2.29E-04,0.001494399,0,0,0,0,0,0,0,0,0,0,8.96E-04,0,0,0,0,0,0,0,0,0,0,0,0,0.172708694,0.002267693,0.002902652,0.0158404,0.001678956,2.11E-04,0,0,2.29E-04,0,0,0,0,2.29E-04,0,0,0,0,0,0,0,0,0,0,0,6.32E-04,0,6.32E-04,0,0,0,0,0
12,Fall,2021,GreeceCanalPark,Monroe County,Low_Urban,33289,11.51,69175.62,0.017042565,790.6,4.403000698,27.63794773,1.721576827,0.2184955,2.531056,6.9,49,47,33,20,0.618180008,17.08522674,0.451249832,0.494388277,-6.64E-04,125.729226,43,0.718049645,2.876923334,0,8.59E-04,0.01110319,6.90E-04,0,0,0.001416495,0,0,0,0,4.32E-04,0,0,0,0,0,0,0,0,2.30E-04,0,0.004084639,9.05E-04,0,0,0.011764763,8.74E-04,0.004285945,0,0.002124743,0,2.30E-04,0.00156735,2.36E-04,0,2.36E-04,0,4.30E-04,0,0.001941768,0,0.004950577,0.004795549,2.30E-04,0,0,0,8.83E-04,0.001150551,0,0,0,0,0.029465098,2.15E-04,0,0,0,0,0.003012715,7.08E-04,0,0,0.005902064,0,0.013432173,0,0,0,0,0.001180413,0,0,0,0,0,0,4.32E-04,0,0,0,0,0,0,0,0,0,0,0,2.36E-04,0,0,0,0,2.15E-04,2.15E-04,0,0,0,9.11E-04,0.006804517,0,2.16E-04,0,0,0,0,0,6.90E-04,0,0,0.001378246,0,0.001378248,0,0.001840882,0.001840882,0,0,0,0,2.36E-04
12,Fall,2022,GreeceCanalPark,Monroe County,Low_Urban,33289,11.51,69175.62,0.017042565,790.6,4.403000698,27.63794773,1.721576827,0.2184955,2.531056,6.9,49,47,33,20,0.618180008,17.08522674,0.451249832,0.494388277,-6.64E-04,84.2598302,33,0.739621741,2.778683171,0.005105548,0.005815749,0.003804234,0,0,0,5.30E-04,0,0,0,0,0,0,0,1.77E-04,1.77E-04,0,0,0,0,0,0,0.005106209,0,0,0,1.63E-04,0,0.004899579,0,0,0,0,0,0,0,0,0,1.63E-04,1.77E-04,0,0,0.002120696,0.002824293,0,0,0.001384574,0,0,1.63E-04,0,0,0,0,0.014662867,1.63E-04,0,0,0.001058367,0,0.002419011,0,0,0,0.005301741,0,0.015182475,0,0,0,0,3.26E-04,0,0,0,0,0,0,0,0.001411156,0,0,0,0,0,0,0,0,0,0,0,0,3.53E-04,0.003181045,3.53E-04,0,0,0,0,0,1.77E-04,3.53E-04,0,3.53E-04,0,0,0,0,0,0,0,0,0.001589201,0.001058367,0.002647568,0,0,0,0,0,0,0,0.001059027
12,Spring,2021,GreeceCanalPark,Monroe County,Low_Urban,33289,11.51,69175.62,0.017042565,790.6,4.403000698,27.63794773,1.721576827,0.2184955,2.531056,6.9,49,47,33,20,0.618180008,17.08522674,0.451249832,0.494388277,-6.64E-04,141.6432925,28,0.709425475,2.560377557,0.001948203,0.016042531,0.020439659,0,0,0,0.002983845,0,2.36E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001375834,0,2.30E-04,0,0.002596908,0,0.001652578,0,0,0,2.15E-04,0,0,9.44E-04,0,0,0.009169718,0.004851198,0,0,0,0,0,0,0,0,0,0,0.004615115,0.026225128,0,0,0,0,0.001288653,0,2.36E-04,0.010748883,0.004013404,6.44E-04,0.021087197,0,0,0,0,0.005518535,2.16E-04,0,0,0.001121835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.15E-04,0,0,0,0,0,0.001932979,0,0,0,8.59E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36E-04,0,0,0,0,0,0,0,0
12,Spring,2022,GreeceCanalPark,Monroe County,Low_Urban,33289,11.51,69175.62,0.017042565,790.6,4.403000698,27.63794773,1.721576827,0.2184955,2.531056,6.9,49,47,33,20,0.618180008,17.08522674,0.451249832,0.494388277,-6.64E-04,82.729627,30,0.735058612,2.852418775,2.07E-04,0.002914615,0.00389848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001293569,0,0,0,0.007793361,0,0.001301125,6.31E-04,0,2.07E-04,0,0,0,0,0,0,2.16E-04,2.16E-04,0,0,0,0.001285064,4.36E-04,4.36E-04,0,0,0.002156628,0,0,4.36E-04,0,0,0.010567474,8.85E-04,0,0,0,0,0.00347205,0,0,0.00666755,0.003019278,0,0.009866503,0,0,0,0,4.31E-04,0,0,0,0,0,0.002489071,0,0.006256867,0,0,0,0,0,0,0,0,0,0,0.001940965,0,0,0,0,6.47E-04,0.005187936,0,0,0,2.16E-04,0.007449044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07E-04
13,Fall,2021,GreenwoodPark,Town of Penfield,Low_Urban,91788,10.03,57723.13,0.024052576,2166.6,9.882751938,26.64796634,1.817792172,0.2246687,3.073068,7.18,36.7,34,46,20,0.523805877,13.95836137,0.375378356,0.230927351,0.204628653,132.7010432,31,0.373112871,2.15130002,7.49E-04,0,0.008649812,0,0,0,0,0,0,0.002436493,0,0,0,0,0,0,0,0,0,0,5.65E-04,0,0,0,0,0,0.004634444,0,0.003368963,0,0,0,0,5.44E-04,3.74E-04,0,0,0,0.001313505,0,1.88E-04,0,1.88E-04,0.005812792,0,0,0,0,3.77E-04,0.002071106,3.74E-04,0,0,0,0.006606074,0.060213523,0,0.001819068,0,0.001840375,0,0,0,0,0,0,0.00716204,0,0,0,0,0,0,0,0,0,0,3.74E-04,0,0,0,0,0,0,0,0,0,0,0,0,0.016412508,0,0,9.06E-04,0.002718114,0,0,7.49E-04,0,0,3.74E-04,7.51E-04,0,0,0,0,0,0,0,1.88E-04,0,0,1.88E-04,0,1.88E-04,0,0,0,0,0,0,0,5.65E-04
13,Fall,2022,GreenwoodPark,Town of Penfield,Low_Urban,91788,10.03,57723.13,0.024052576,2166.6,9.882751938,26.64796634,1.817792172,0.2246687,3.073068,7.18,36.7,34,46,20,0.523805877,13.95836137,0.375378356,0.230927351,0.204628653,265.3961323,32,0.278501815,2.123423538,0.002902593,0,0.004397184,0,0,0,2.02E-04,0,0,0.001270441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002241445,2.23E-04,0.003665381,2.02E-04,0,0,0,0,0,0,0,0,0,4.23E-04,0,0,0,0.002644588,0,0,0,0,0,2.39E-04,0,0,0,0,0.003660782,0.106055989,0,0.018289473,6.69E-04,0.002311077,0.005352531,0.009398434,6.06E-04,0,0.002222524,0,0.003991995,6.06E-04,0,0,0,0,0,0,0,0,0,0,0,2.23E-04,0,0,0,0,0,0,0,0,0,0,0.056241179,0.007146323,0,0.015407,0.011490233,0,4.41E-04,0,0,0,6.06E-04,9.41E-04,0,4.04E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22E-04
13,Spring,2021,GreenwoodPark,Town of Penfield,Low_Urban,91788,10.03,57723.13,0.024052576,2166.6,9.882751938,26.64796634,1.817792172,0.2246687,3.073068,7.18,36.7,34,46,20,0.523805877,13.95836137,0.375378356,0.230927351,0.204628653,100.548049,30,0.618275738,2.448591838,0.002245239,5.65E-04,0.00464933,0,0,0,1.81E-04,0,0,7.53E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001122987,0,0,0.001630868,7.49E-04,0,0,0,0,0,0,7.49E-04,0,0,0,0,0,3.74E-04,0,0.01354739,1.88E-04,0,0,0,0,0,0,0,0,0,0,0.002635954,0.019534053,0,0,0.001630868,0,1.81E-04,3.77E-04,0.006523473,0.003986567,1.81E-04,0,9.41E-04,7.53E-04,0,0,0,0,1.81E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025688376,0.004636312,0.00470706,0,0,0,0,5.44E-04,0,0,0,3.62E-04,0,0,0,0,0,0,0,0,0,0,0,0,1.81E-04,0,0,0,0,0,0,0,7.49E-04
13,Spring,2022,GreenwoodPark,Town of Penfield,Low_Urban,91788,10.03,57723.13,0.024052576,2166.6,9.882751938,26.64796634,1.817792172,0.2246687,3.073068,7.18,36.7,34,46,20,0.523805877,13.95836137,0.375378356,0.230927351,0.204628653,69.74412325,31,0.622565591,2.08479383,2.41E-04,2.43E-04,7.29E-04,0,0,0,0,0,0,2.13E-04,0,0,0,0,0,0,0,0,0,0,0,2.64E-04,7.29E-04,0,0,0,2.43E-04,0,2.43E-04,0,0,0,0,4.25E-04,0,0,0,0,4.86E-04,0,0,0,0,2.64E-04,0,0,0,0,0,0,0,0,0,0,0.001886188,0.011896434,0,0.003963086,4.81E-04,2.64E-04,4.81E-04,4.81E-04,8.51E-04,2.13E-04,2.13E-04,0,0.002113646,0.001533779,2.41E-04,0,0,0,0,0,0,0,0,0,0,2.43E-04,0,0,0,0,0,0,0,0,0,0,0.031971728,0.001009679,0,0.004334772,0.002520578,4.81E-04,4.86E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,Fall,2021,HighFallsTerracePark,City of Rochester,High_Urban,15571,0.82,15486.31,0.050465863,2858.3,66.61716318,26.66666667,1.362140745,0.2573585,3.403722,7.26,25.6,40,40,20,0.504596252,13.45590005,-0.47650807,-0.099771454,-0.416304836,183.6020295,33,0.514496635,1.778794295,0.00341239,5.25E-04,0.00550111,0,0,0,0,2.62E-04,0,5.13E-04,0,2.62E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.03E-04,0.002613703,2.62E-04,0,0,2.62E-04,0,2.85E-04,0,0,0,5.03E-04,2.62E-04,5.25E-04,0,2.85E-04,0,0,0,0,0,0,0,0,0,0,0,0.004875209,0.026903575,0,0,0,0,7.87E-04,0.002904692,0.001591034,0,0,0,0.016346668,0,0,0,0,0,0,0,0,0,2.62E-04,0,0.001306264,0,0,0,0,0,0,0,0,0,0,0,0.101085001,8.10E-04,2.51E-04,0.003986775,0,0,0,0,0,0,5.13E-04,0.001574949,0,2.85E-04,0,0,0,0,0,0,0,0,0.001283838,0,0.001283838,0,0,0,0,0,0,0,0.001574949
14,Spring,2021,HighFallsTerracePark,City of Rochester,High_Urban,15571,0.82,15486.31,0.050465863,2858.3,66.61716318,26.66666667,1.362140745,0.2573585,3.403722,7.26,25.6,40,40,20,0.504596252,13.45590005,-0.47650807,-0.099771454,-0.416304836,199.4273375,34,0.593885956,2.351811842,0.003018579,7.64E-04,0.015667888,0,0,0,0.002278157,0,0.001507671,0.001964916,0,0.001537787,0,0,0,0.001289884,0,0,0,0,0.001005114,5.70E-04,0.001281489,0,0,0,0.01440952,0,0,0,0,2.85E-04,0,0.001005114,2.51E-04,0,0,0,0,0,5.25E-04,0,0.002099932,0,0,0,0,0,0,0.006851798,0,0,0,0,0.021558302,0.005879793,0,0,0,0,0.001256393,0,0.006580774,0,0,0,0.002961635,0,0,0,0,0,0,0,0,0,5.36E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081313115,0.010953722,0.001537787,0,0,0.001015153,0,2.51E-04,0,0.001256393,5.41E-04,0.001537787,0,0,0,0,0,0,0,0,0,0,0,0,0.001904127,0,0,0.004031669,0,0,0,0,0
14,Spring,2022,HighFallsTerracePark,City of Rochester,High_Urban,15571,0.82,15486.31,0.050465863,2858.3,66.61716318,26.66666667,1.362140745,0.2573585,3.403722,7.26,25.6,40,40,20,0.504596252,13.45590005,-0.47650807,-0.099771454,-0.416304836,167.5140295,44,0.64734492,2.203175101,2.27E-04,0.001243637,0.003474681,0,0,0,0.003455676,0,0,0,0,0,0,0,0,0.001100771,0,0,0,0,2.57E-04,0,0.005555818,0,0,0,0.003788789,0,8.07E-04,5.02E-04,0,0,0,9.08E-04,2.27E-04,0,0,0,0,0,0,0,0.006586312,0,0,0,0,2.75E-04,0,0.002950771,0,0,0,0,0.019367393,2.27E-04,0,0,0.001164628,0,0.00139166,0,0.004918797,0,0,0,6.29E-04,0,0.001290389,0,0,0.010751694,0,0,0,0,0,4.85E-04,2.10E-04,8.39E-04,2.57E-04,0,0,0,0,0,0,0,0,0,0.082014394,0.002321935,2.75E-04,6.81E-04,0.001595084,9.98E-04,4.85E-04,2.10E-04,0,9.03E-04,0,2.57E-04,2.75E-04,0,0,0,0,0,0,0,0,0,6.29E-04,2.10E-04,8.39E-04,0.001327642,0,0.001327642,0,0,0,2.75E-04,0
15,Fall,2021,LambertonConservatory,City of Rochester,Low_Urban,55750,2.68,45001.72,0.024761054,4318.7,25.28542673,26.38548308,1.470320129,0.148818,1.954458,6.24,54.5,46,37,17,0.530871292,14.00729548,0.085433734,0.397908806,-0.22531881,140.9776518,34,0.539217975,2.342413633,2.79E-04,0,0,0,0,0,0.001095874,0,0,0,0,0,0,0,0,2.79E-04,0,0,0,0,0,0,0.001123109,0,0,0,2.81E-04,0,0.00335823,0,0,0,2.79E-04,0.001278812,0,0,2.79E-04,0,2.85E-04,2.79E-04,0,0,7.67E-04,2.56E-04,5.62E-04,0,0,2.81E-04,2.56E-04,0,0,0,0,2.81E-04,0.005226432,0.024973693,0.001102742,0.011320862,0,5.62E-04,2.79E-04,0.005423077,0,0,0,0,0.002787406,0,0.003650105,0,0,0.002657683,0,0,0,0,0,8.36E-04,0,0,0,0,0,0,0,0,0,0,0,0,0.047341817,8.36E-04,0.003603469,0.002568826,0.015515418,0,0,0,0,0,0.001077727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,Fall,2022,LambertonConservatory,City of Rochester,Low_Urban,55750,2.68,45001.72,0.024761054,4318.7,25.28542673,26.38548308,1.470320129,0.148818,1.954458,6.24,54.5,46,37,17,0.530871292,14.00729548,0.085433734,0.397908806,-0.22531881,468.8646475,50,0.519341315,2.251137591,4.62E-04,9.43E-04,0.003445202,0,0,0,0.001432591,0,0,2.20E-04,0,0,0,0,2.41E-04,0,0,0,0,0,0,0,0.004834263,0,0,0,0.002394514,2.20E-04,0.007719344,0.001390544,0,0.00136246,0,2.42E-04,7.25E-04,0,0,0,0.002548204,0.002652306,0,0,0.00432217,0.002174764,0,2.42E-04,4.60E-04,0,0.001182778,4.39E-04,0.001428508,0,0,0,0.008880138,0.088215994,0,0.001203785,0.00293746,4.82E-04,0,2.20E-04,0,0,0,0,0.00411516,0.033372952,0,0.004108144,0,0.137240753,0,0,0,0,0,2.42E-04,0.001954269,0,0,0,0,0,0,0,0,0,0,0,0.051494613,7.22E-04,0,0.006769047,0.080066248,2.20E-04,9.26E-04,2.20E-04,0,4.39E-04,0.001164734,4.82E-04,0,0,0,0,9.67E-04,0,0,6.59E-04,0,0,2.20E-04,0,2.20E-04,0,0,0,0,0,0,0,2.42E-04
15,Spring,2021,LambertonConservatory,City of Rochester,Low_Urban,55750,2.68,45001.72,0.024761054,4318.7,25.28542673,26.38548308,1.470320129,0.148818,1.954458,6.24,54.5,46,37,17,0.530871292,14.00729548,0.085433734,0.397908806,-0.22531881,111.0172878,28,0.639588459,2.528876131,0,5.34E-04,0.009078431,0,0,0,8.56E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003016351,0,0,0,0,0,2.79E-04,0.00102305,0,0,0,0,0,0,5.57E-04,0,0,0,0.001093655,2.79E-04,0,0,0,0,0,0,0,0,0.002450175,0.020919487,0,0.004281377,0,0,0,0,0.002854251,5.12E-04,2.85E-04,0,0.003717446,0.004456925,0,0,0,0.003324911,5.12E-04,0,0,0,5.71E-04,0,0,5.57E-04,0,0,0,0,0,0,0,0,0,0,0.019975684,0,0.001659649,0.019499047,0.006905584,0,0,2.56E-04,0,0,5.41E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00102305,0,0,0,0,0
15,Spring,2022,LambertonConservatory,City of Rochester,Low_Urban,55750,2.68,45001.72,0.024761054,4318.7,25.28542673,26.38548308,1.470320129,0.148818,1.954458,6.24,54.5,46,37,17,0.530871292,14.00729548,0.085433734,0.397908806,-0.22531881,76.365105,31,0.652238214,2.711869065,0,7.93E-04,0.003141634,0,0,3.98E-04,0.001091872,0,0,0.001006409,0,0,0,1.99E-04,0,1.96E-04,0,0,0,0,0,0,8.35E-04,0,0,0,0.002785717,0,6.77E-04,0,0,0,0,6.67E-04,6.18E-04,0,0,0,0,0,0,0,0,0,1.99E-04,0,0,0,0,0,0,0,0,0,0.004514893,0.01161307,0.003247735,3.95E-04,6.63E-04,0,1.99E-04,0,0.00180413,0,0,0,0.002810096,0.001955479,0,0,0.001629145,0.005898774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019927815,5.89E-04,0,0.002135496,0.003420976,0.001317389,0.001047728,0,0,0,0,5.89E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Fall,2021,JonesSquarePark,City of Rochester,High_Urban,13514,2.18,28951.95,0.023876457,8557.9,58.64546226,26.97466468,1.398721544,0.2145617,3.068827,6.04,28.4,40,42,18,0.616455711,16.62868609,-0.228354484,-0.086194753,-0.868676136,253.688178,41,0.411527959,1.903859507,0.001488809,1.83E-04,0.004153842,0.001960758,0,0,0.001550953,0,0,0,0,0,0,0,1.83E-04,0,0,0,0,0,0,0,0.001176455,1.96E-04,0,0,8.24E-04,3.66E-04,0.001465138,0.001213931,0,0,0,3.92E-04,0,0,0,0,9.16E-04,0,0,0,0,0,2.06E-04,0,3.92E-04,4.81E-04,0,3.92E-04,0,0,0,0,0.007398914,0.114297813,0,0.008685965,0,1.96E-04,0.001854555,0,2.06E-04,0,0,0,4.12E-04,0,0,0,0,4.81E-04,0,0,0,0,0,0,1.83E-04,1.96E-04,0,0,0,0,0,0,0,0,0,0,0.011378802,0.00705413,0.001444088,3.66E-04,0.067857229,0,0,0,0,6.65E-04,6.65E-04,0.005407801,0,0,0,0,0,0,0,0,0,0,7.78E-04,0,7.78E-04,0.002679069,0,0.002679069,0,0,0,0,4.81E-04
16,Fall,2022,JonesSquarePark,City of Rochester,High_Urban,13514,2.18,28951.95,0.023876457,8557.9,58.64546226,26.97466468,1.398721544,0.2145617,3.068827,6.04,28.4,40,42,18,0.616455711,16.62868609,-0.228354484,-0.086194753,-0.868676136,300.0603348,41,0.370086785,2.028538217,5.59E-04,7.86E-04,0.00213487,5.50E-04,0,0,0,0,0,0,0,0,0,0,0.001374652,0,0,0.001649582,0,0,0,5.12E-04,0.003303493,0,0,0,0.001626059,0,0.003032035,5.22E-04,2.32E-04,0,0,0.00137898,0,0,0,0,0,0.001396295,0,0,0.002853964,0,0,0,2.75E-04,0,2.32E-04,2.75E-04,0,0,0,0,0.014281447,0.11542495,0,0.006618698,0,7.97E-04,2.79E-04,0.004403214,0,0,0,0,0.001711676,0,0,2.75E-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03198272,0.004990153,5.54E-04,2.79E-04,0.081114056,0,2.43E-04,0,0,2.79E-04,0.001023244,0.005226125,0,0,0,0,0,0,0,0,0,0,0.001624216,2.75E-04,0.00189926,0.001117036,0,0.001117036,0,0,0,0,0.001852364
